,ID,Applies To,Country,Date Start,Date end intended,Description of measure implemented,Exceptions,Implementing City,Implementing State/Province,Keywords,Quantity,Source,Target city,Target country,Target region,Target state,leaving home,restaurant closure,school closure,travel restriction
602,661,,Hong Kong,"Feb 28, 2020",,"HK gov issued a Red Outbound Travel Alert (OTA) on the Emilia-Romagna, Lombardy and Veneto regions in Italy. 
The Government had issued a Red OTA on Iran on January 10, 2020 due to safety concerns. In view of the persistent and rapid increase in the number of COVID-19 cases in the past few days, the Government alerted the public about the outbreak of COVID-19 cases and associated public health risk in Iran under the existing Red OTA. The existing Red OTA remains in force.
After returning to Hong Kong, consult a doctor promptly if experiencing a fever or other symptoms, take the initiative to inform the doctor of any recent travel history and any exposure to animals, and wear a surgical mask to help prevent spread of the disease until 14 days after returning to Hong Kong.",,,,"encouraging symptomatic people to seek tests, international traveller screening, public mask wearing, travel warning",,https://www.info.gov.hk/gia/general/202002/28/P2020022800789.htm,,"Iran, Italy","Emilia-Romagna, Lombardy, Veneto",,True,False,False,True
603,663,,Hong Kong,"Mar 10, 2020",,"In view of the health risks arising from the outbreak of the COVID-19 in the Bourgogne-Franche-Comte and Grand Est regions in France, the North Rhine-Westphalia region in Germany, Hokkaido in Japan as well as the La Rioja, Madrid and Pais Vasco regions in Spain, the HK gov today (March 10) issued the Red Outbound Travel Alert (OTA) on the aforementioned regions. 
As well, the Government expanded the Red OTA currently in force on Emilia-Romagna, Lombardy and Veneto regions in Italy to cover the entire country.",,,,travel warning,,https://www.info.gov.hk/gia/general/202003/10/P2020031000715.htm,,"France, Germany, Italy, Japan, Spain","Bourgogne-Franche-Comte, Grand Est, Hokkaido, La Rioja, Madrid, North Rhine-Westphalia, Pais Vasco",,False,False,False,True
605,662,,Hong Kong,"Feb 24, 2020",,"HK gov (February 24) issued a Red Outbound Travel Alert (OTA) on the country.
After returning to Hong Kong, consult a doctor promptly if experiencing a fever or other symptoms, take the initiative to inform the doctor of any recent travel history and any exposure to animals, and wear a surgical mask to help prevent spread of the disease until 14 days after returning to Hong Kong.",,,,"encouraging symptomatic people to seek tests, international traveller screening, public mask wearing, travel warning",,https://www.info.gov.hk/gia/general/202002/24/P2020022400639.htm,,South Korea,,,True,False,False,True
608,658,,US:Washington,"Mar 15, 2020",,closing of all sit-down restaurants statewide,,,,"business suspension, restaurant limitations",,,,,,,False,True,False,False
609,654,,US:Washington,"Mar 11, 2020",,regular deep cleaning of public transport announced ,,,Seattle,"hygiene enforcement, public hygiene, public transport cleaning",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Washington_(state)#Government_response,,,,,True,False,False,False
611,653,,US:Washington,"Mar 13, 2020",,all school closures,,,,school closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Washington_(state)#Government_response,,,,,False,False,True,False
614,645,,US: Nevada,"Mar 16, 2020","Apr 06, 2020",all schools closure,,,,school closure,,https://www.livescience.com/nevada-coronavirus-updates.htmlhttps://www.livescience.com/nevada-coronavirus-updates.html,,,,,False,False,True,False
615,673,,Hong Kong,"Mar 11, 2020",,"The Education Bureau announced earlier that this year's HKDSE candidates would be provided masks distributed through the Hong Kong Examinations and Assessment Authority (HKEAA). These masks were supplied by the Government Logistics Department (GLD), including one batch from Mainland China with an expiry date of August 2023, and another batch from Russia with an expiry date of December 2024. Upon receipt of these masks, GLD conducted random checks in accordance with the established procedures and found them in order",,,,"public mask and hygiene supply, public mask wearing",,https://www.info.gov.hk/gia/general/202003/11/P2020031100754.htm,,,,,True,False,False,False
617,690,,Italy,"Feb 22, 2020",,"Schools were closed in ten municipalities in Lombardy, one in Veneto and one in Emilia Romagna.",,,,school closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,"Emilia-Romagna, Lombardy, Veneto",,False,False,True,False
619,693,"Codogno, Maleo and Casalpusterlengo",Italy,"Feb 22, 2020",,"Regional train services to the most affected areas were suspended, with trains skipping stops at Codogno, Maleo and Casalpusterlengo stations.",,,,domestic travel limitation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,False,False,False,True
620,692,,Italy,"Feb 22, 2020",,All religious services were cancelled.,,,,religious activity cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,"Emilia Romagna, Lombardy, Veneto",,True,False,False,False
621,691,,Italy,"Feb 22, 2020",,All public events were cancelled and some commercial activities[which?] were halted or were allowed to resume only until 6 p.m.,,,,event cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,"Emilia-Romagna, Lombardy, Veneto",,True,False,False,False
625,685,,Italy,"Jan 31, 2020",,"On 31 January, the Italian government suspended all flights to and from China",,,,international travel ban,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,China,,,False,False,False,True
627,683,,Iran,"Feb 23, 2020","Mar 06, 2020",School and university closures,,,,"school closure, university closure",,https://en.radiofarda.com/a/iran-announces-closure-of-universities-schools-to-fight-coronavirus/30449711.html,,,,,False,False,True,False
635,674,,Hong Kong,"Feb 25, 2020","Apr 20, 2020","The Education Bureau announced today (February 25) that class suspension of all schools will be extended to the end of schools' Easter holidays, that is, schools would resume classes on April 20 the earliest. However, the exact date of class resumption is subject to further assessment.",,,,school closure,,https://www.info.gov.hk/gia/general/202001/25/P2020012500583.htm,,,,,False,False,True,False
636,666,,Hong Kong,"Mar 15, 2020",,"HK gov today (March 15) has decided to issue the Red Outbound Travel Alert (OTA) on Ireland, the United Kingdom and the United States.
After returning to Hong Kong, consult a doctor promptly if experiencing a fever or other symptoms, take the initiative to inform the doctor of any recent travel history and any exposure to animals, and wear a surgical mask to help prevent spread of the disease until 14 days after returning to Hong Kong.",,,,"encouraging symptomatic people to seek tests, international traveller screening, public mask wearing, travel warning",,https://www.info.gov.hk/gia/general/202003/15/P2020031500609.htm,,"Ireland, United Kingdom, United States",,,True,False,False,True
637,696,,Italy,"Feb 22, 2020",,"On 22 February 2020, Prime Minister Giuseppe Conte suspended all sporting events in the regions of Lombardy and Veneto, which included three Serie A football matches in those regions, as well as one in Piedmont, that were to be played the following day.[166][167][168] The following week, six Serie A matches were initially to be played behind closed doors, but all were later suspended,[169][170][171] as were two Coppa Italia matches.",,,,"event cancellation, sport cancellation",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,"Lombardy, Veneto",,True,False,False,False
638,695,,Italy,"Feb 23, 2020","Mar 01, 2020","Educational trips to destinations in Italy and abroad were suspended. Universities in Lombardy, Veneto, Trentino Alto-Adige, Piedmont and Emilia-Romagna suspended all activities from 23 February until 1 March.",,,,"event cancellation, international travel ban, university closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,Italy,,,True,False,True,True
640,700,,Turkey,"Mar 19, 2020",,"All events related to science, art or culture postponed.",,,,"activity cancellation, event cancellation",,https://www.notion.so/Put-together-data-set-of-containment-measures-b4356e25a5344e4bbc56b623eabb1d28,,,,,True,False,False,False
642,698,,Italy,"Feb 22, 2020",,"La Scala, Duomo di Milano and Piccolo Teatro in Milan, as well as Basilica Di San Marco in Venice, were closed until further notice. A Giorgio Armani fashion show, which was scheduled on Sunday, the last day of Milan Fashion Week 2020, went ahead without any media or buyers present; it was instead streamed live online.",,,,"closure of gathering places, event cancellation",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,True,False,False,False
643,697,,Italy,"Feb 22, 2020",,Authorities in Veneto cancelled the last two days of the Carnival of Venice.[174] Authorities in Piedmont cancelled the last three days of the Carnival of Ivrea.,,,,event cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,"Piedmont, Veneto",,True,False,False,False
644,,,US: S Carolina,"Mar 19, 2020",,university and colleges asked to finish semester online,,,,"mandated remote schooling, university closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Carolina#Government_response,,,,,False,False,True,False
646,,,Switzerland,"Mar 16, 2020","Apr 19, 2020","the Federal Council has declared an ""extraordinary situation"" and introduces stringent measures such as closing all shops, restaurants, bars, entertainment and leisure facilities, or carful screening at borders with Austria, Germany and France. The Federal Council has also authorised the deployment of up to 8000 members of the armed forces to assist the cantons at hospitals and with logistics and security.",,,,"activity cancellation, army deployed, closure nonessential stores, event cancellation, international traveller screening, public announcement, restaurant limitations, state of emergency",,https://www.admin.ch/gov/en/start/documentation/media-releases.msg-id-78454.html,,,,,True,True,False,True
649,,,US:Washington,"Mar 05, 2020",,"Air Force Two delivered 100,000 air-filtering N95 respirators, 100,000 surgical masks and 2,500 face shields",,,,"medical aid, public hygiene, public mask and hygiene supply, public mask wearing",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Washington_(state)#Government_response,,,,,True,False,False,False
653,,,US: S Carolina,"Mar 19, 2020",,"The Governor issues an additional executive order, ordering non-essential state employees to stay home",,,,"closure nonessential stores, mandated remote work, remote work",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Carolina#Government_response,,,,,True,False,False,False
662,710,,Italy,"Feb 24, 2020",,Filming of Mission: Impossible 7 starring Tom Cruise in Venice was halted.,,,,event cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,True,False,False,False
665,707,,Italy,"Feb 24, 2020",,"The governor of Basilicata, Vito Bardi, instituted a mandatory 14-day quarantine for people arriving from areas in Northern Italy affected by the outbreak",,,,"14 days, traveller quarantine",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,Basilicata,,False,False,False,True
668,704,,Italy,"Feb 23, 2020",,"Streets, parks and train stations in multiple cities in Lombardy were left deserted.",,,,social distancing,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,Lombardy,,True,False,False,False
670,702,,Italy,"Feb 23, 2020",,"Trenitalia and Italo, the major providers for Italy's high-speed trains, ordered the installation of hand-sanitiser dispensers on all trains as well as the distribution of masks, disposable gloves and disinfectants to all onboard staff members",,,,"public hygiene, public transport cleaning",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,True,False,False,False
671,719,,Italy,"Feb 25, 2020",,"The number of checkpoints in the Red Zones was increased from 15 to 35, and army personnel were sent to help staff the checkpoints.",,,,domestic travel limitation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,False,False,False,True
673,717,US service members and their families.,Italy,"Feb 25, 2020",,General Tod D. Walters issued a travel ban covering the areas of Italy affected by the outbreak for US service members and their families.,,,,international travel ban,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,False,False,False,True
675,714,,Italy,"Feb 24, 2020",,Court proceedings were postponed until further notice,,,,event cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,"Abruzzo, Friuli Venezia Giulia, Liguria, Marche, Trentino Alto Adige",,True,False,False,False
677,716,,Italy,"Feb 25, 2020",,"On 25 February, USAF Aviano Air Base closed all schools until 28 February",,,,school closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,False,False,True,False
678,713,,Italy,"Feb 24, 2020","Mar 02, 2020","Multiple regions in Italy such as Liguria, Trentino Alto Adige, Friuli Venezia Giulia, Abruzzo and Marche decided to close all schools and universities for two days to a week.",,,,"school closure, university closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,"Abruzzo, Friuli Venezia Giulia, Liguria, Marche, Trentino Alto Adige",,False,False,True,False
679,720,,Italy,"Feb 25, 2020",,"The Italian Basketball Federation suspended all of its championship games, including Lega Basket Serie A.",,,,sport cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,True,False,False,False
681,,,US: S Carolina,"Mar 17, 2020",,mandatory shutdown of dine-in service in restaurants and bars,,,,restaurant limitations,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Carolina#Government_response,,,,,False,True,False,False
683,,,Austria,"Mar 10, 2020","Mar 16, 2020",On 10 March 2020 government announced that all universities will close their classes at the latest by 16 March.,,,,university closure,,,,,,,False,False,True,False
686,,,Latvia,"Mar 14, 2020",,The state of health shall be observed for 14 days after leaving that country or territory by measuring the body temperature twice a day (in the morning and in the evening).,,,,"symptom monitoring, traveller quarantine",,,,,,,False,False,False,True
687,,,US: S Carolina,"Mar 16, 2020",,The South Carolina High School League (SCHSL) suspends all spring sport,,,,sport cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Carolina#Government_response,,,,,True,False,False,False
688,,,US: S Carolina,"Mar 15, 2020","Mar 31, 2020",Governor McMaster and other officials announce the closure of all public schools in the state,,,,school closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Carolina#Government_response,,,,,False,False,True,False
690,,,US: S Carolina,"Mar 13, 2020",,school closure,,,"Kershan County, Lancaster County",school closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Carolina#Government_response,,,,,False,False,True,False
692,,"Lufthansa, Swiss and Australian airlines, only flight to and from China→ this was decided by the Lufthansa themselves, not by government ",Germany,"Jan 28, 2020","Feb 09, 2020","After a case was suspected in a Lufthansa plane, the company suspended all flights to China + This also applies to all flights operated by Swiss and Austrian Airlines",,,,international travel ban,,https://www.hna.de/politik/coronavirus-massnahmen-politik-bundesregierung-deutschland-lufthansa-ikea-fluege-jens-spahn-zr-13505568.html,,China,,,False,False,False,True
693,,passengers travelling from China to Germany,Germany,"Jan 29, 2020",,The government ordered pilots of flights from China to describe the health status of their passengers and ordered passengers to fill out a contact document.,,,,"international traveller screening, symptom monitoring",,https://www.welt.de/wirtschaft/article205424021/Coronavirus-Behoerden-bereiten-sich-auf-hunderte-Infizierte-vor.html and https://www.hna.de/politik/coronavirus-massnahmen-politik-bundesregierung-deutschland-lufthansa-ikea-fluege-jens-spahn-zr-13505568.html,,China,,,False,False,False,True
698,,,Germany,"Mar 09, 2020",,"Minister Spahn appealed to everyone's personal responsibility to minimize the risk of infection - for example, travel less if possible, work from home or avoid public transport.",,,,social distancing advice,,https://www.bundesregierung.de/breg-de/themen/coronavirus/coronavirus-1725960,,,,,True,False,False,False
700,,"note that it is not oficially cancelled by government, just recommended + ther is not specified how mayn people is considered to ""big event"" have",Germany,"Feb 28, 2020",,"The crisis team is of the opinion that if these principles are applied, imminent major international events such as the ITB should be canceled.",,,,advice to cancel large international events,,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/2020/1-quartal/krisenstab-bmg-bmi.html,,,,,True,False,False,False
702,,,Germany,"Mar 12, 2020",,Chancellor Merkel also called for social contacts to be avoided wherever possible.,,,,social distancing advice,,https://www.bundesregierung.de/breg-de/themen/coronavirus/mpk-1730186,,,,,True,False,False,False
706,,,Germany,"Mar 17, 2020",,"In order to interrupt the chain of infection when entering Germany for a long time, cross-border travel is restricted.Particular attention is paid to the unrestricted maintenance of freight traffic.",,,,international travel ban,,https://www.bmvi.de/SharedDocs/DE/Artikel/LF/coronavirus-anordnung.html,,,,,False,False,False,True
711,723,,Italy,"Feb 25, 2020",,"Multiple fairs and exhibitions were rescheduled. Salone del Mobile, a furniture fair in Milan, was postponed to 16 to 21 June. Bologna Children's Book Fair was rescheduled to 4 to 7 May. Cosmoprof Worldwide Bologna, a cosmetic fair, was rescheduled to 11 to 15 June.Expocasa, a furniture fair in Turin, was rescheduled initially to 28 March to 5 April but later to future date to be announced later. Roma Motodays was postponed to 17 to 19 April.",,,,event cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,True,False,False,False
713,721,,Italy,"Feb 25, 2020","Mar 09, 2020","Istituto Tecnico Economico Enrico Tosi in Varese, Istituto Comprensivo di Pianoro in Bologna and Liceo Attilio Bertolucci in Parma conducted lessons for students online while waiting for the schools to reopen.[210][211][212] The University of Palermo suspended all activities until 9 March.",,,,remote schooling,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,False,False,True,False
714,729,,Italy,"Feb 26, 2020",,The University of Bari suspended all medical- and health-related internships for medical and healthcare students.,,,,event cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,True,False,False,False
715,728,The University of Basilicata,Italy,"Feb 26, 2020",,The University of Basilicata installed a thermal scanner and continued all teaching activities as per normal.,,,,public hygiene,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,True,False,False,False
716,727,,Italy,"Feb 26, 2020","Mar 29, 2020",Palermo and Naples closed all schools until 29 February,,"Naples, Palermo",,school closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,False,False,True,False
717,726,,Italy,"Mar 02, 2020",,"The Italian Minister of University and Research, Gaetano Manfredi, announced that online lessons would be delivered to students in areas affected by the outbreak starting on 2 March",,,,remote schooling,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,False,False,True,False
719,736,,Italy,"Mar 02, 2020",,"University of Bologna planned to set up a remote teaching project in which exams and lessons would be delivered to students online, to be partially completed on 2 March",,,,remote schooling,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,False,False,True,False
720,734,,Italy,"Feb 26, 2020","Feb 29, 2020",D'Annunzio University suspended all activities until 29 February.,,,,event cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,True,False,False,False
721,735,,Italy,"Feb 26, 2020",,Cartoocomics Fair in Milan was rescheduled to 2 to 4 October. The Winter Rescue Race in Piedmont was cancelled.,,,,event cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,True,False,False,False
722,733,,Italy,"Feb 26, 2020",,Multiple schools were closed in Roseto degli Abruzzi,,,,school closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,Roseto degli Abruzzi,,False,False,True,False
723,732,,Italy,"Feb 26, 2020",,"On 27 February, Taranto, Apulia closed all schools until 29 February.",,Taranto,,school closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,False,False,True,False
724,731,,Italy,"Feb 26, 2020",,"The Italian Winter Sports Federation decided to proceed with the Women's World Cup alpine skiing races at La Thuile, Aosta Valley on 29 February. The MIDO Milan Eyewear Show was rescheduled to 5 to 7 July.",,,,event cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,True,False,False,False
725,730,Politecnico di Milano,Italy,"Feb 26, 2020",,Politecnico di Milano conducted thesis mentoring for more than one thousand students graduating the following week using Skype.,,,,remote schooling,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,False,False,True,False
726,740,,Italy,"Feb 22, 2020","Mar 07, 2020",Universities in Lombardy extended their closure until 7 March.,,,,university closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,Lombardy,,False,False,True,False
730,737,,Italy,"Jan 29, 2020","Mar 03, 2020",Messina closed all schools from 29 February to 3 March.,,Messina,,school closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,False,False,True,False
731,746,,Italy,"Mar 07, 2020",,"The decree ""absolutely avoided any movement into and out of the areas"" and, like the previous one, it provided sanctions of up to three months in prison for those who violated the lockdown. It was possible to move into and out of the areas only for emergencies or ""proven working needs"", which must be authorized by the prefect.",,,,outbound traveller ban,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,False,False,False,True
733,742,,Italy,"Mar 04, 2020",,"On 4 March, the Italian government imposed the shutdown of all schools and universities nationwide for two weeks as the country reached 100 deaths from the outbreak.",,,,"school closure, university closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,False,False,True,False
735,743,,Italy,"Mar 04, 2020","Apr 03, 2020","The same day, the government ruled that all sporting events in Italy would be played behind closed doors until 3 April.",,,,sport cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,True,False,False,False
736,758,,Italy,"Mar 16, 2020",,"On 16 March, President of Emilia-Romagna Bonaccini imposed a strengthened quarantine to the municipality of Medicina, near Bologna; the epicentre of one very developed outbreak. People were not allowed to enter or exit from the town for any reason.",,Medicina,,"blanket house confinement, isolation, outbound traveller ban",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,Emilia-Romagna,,False,False,False,True
742,752,,Italy,"Mar 09, 2020","Apr 03, 2020","On 9 March, the government announced that all sporting events in Italy would be cancelled until at least 3 April, but the ban does not include Italian clubs or national teams participating in international competitions. In the evening, Conte announced in a press conference that all measures previously applied only in the so-called ""red zones"" had been extended to the whole country, putting approximately 60 million people in lockdown. Conte later proceeded to officially sign the new executive decree.",,,,"event cancellation, sport cancellation",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,True,False,False,False
743,750,,Italy,"Mar 07, 2020",,"Civil and religious ceremonies, including funeral ceremonies, were suspended. All organized events were also suspended, as well as events in public or private places, including those of a cultural, recreational, sporting and religious nature, even if held in closed places.This measure was described as the largest lockdown in the history of Europe, as well as the most aggressive response taken in any region beyond China, and paralysed the wealthiest parts of the country as Italy attempted to constrain the rapid spread of the disease.",,,,"event cancellation, religious activity cancellation, religious activity limitations",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,True,False,False,False
750,747,,Italy,"Mar 07, 2020",,"The decree also established the closure of all gyms, swimming pools, spas and wellness centres.",,,,sport cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,True,False,False,False
752,768,,Albania,"Mar 08, 2020",,"ordered cancellation of all large public gatherings, and asked sports federations to cancel scheduled matches",,,,event cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,True,False,False,False
753,767,,Albania,"Mar 08, 2020","Mar 22, 2020","halted all schools for two weeks,",,,,school closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,False,False,True,False
754,766,,Albania,"Mar 08, 2020","Apr 03, 2020","On 8 March, the government stopped all flights and ferries with quarantined areas of northern Italy until 3rd April,",,,,international travel ban,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,Italy,,,False,False,False,True
763,775,,Albania,"Mar 10, 2020",,"Bars, restaurants, gyms, discos, and venues with live music were all ordered to close",,,,"closure of gathering places, event cancellation, restaurant limitations",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,True,True,False,False
767,778,,Albania,"Mar 11, 2020",,"The Muslim community announced on the 11th that all sermons, prayers and other activities in jumas and mosques were canceled, and told all believers to quarantine themselves and observe prayers at home in private, and rigorously follow and observe the recommendations of the World Health Organization",,,,religious activity cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,True,False,False,False
772,779,,Albania,"Mar 12, 2020",,"By the 12th, 500 people had been charged for violating the travel ban.",,,,international travel ban,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,False,False,False,True
774,789,,Albania,"Mar 12, 2020","Apr 03, 2020","The Albanian Autocephalous Orthodox Church announced on the 12th the suspension of all services until April 3, except for the Divine Liturgy on Sunday, in which it encouraged followers to come for ""healing"" but keep a distance from each other; the Church also encouraged believers to observe rites at home, with the Church's radio station ""Ngjallja"" (""Resurrection"") broadcasting services, although churches would remain to serve those who wished to perform personal prayer while keeping a distance from others. The Catholic church suspended all diocesan and parish activities, all liturgical celebrations including the Holy Mass, all catechisms, all educational courses at community centers and all other parish and diocesan activities. Churches remained open for personal confessions done at a distance, as well as personal prayer done at a distance from other people, while observing the recommendations of authorities. The Albanian Evangelical Church likewise transmitted services online. The Bektashi Global Kryegjyshata suspended all religious activities in its tekkes on the 12th as well.",,,,"religious activity cancellation, religious activity limitations",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,True,False,False,False
775,787,,Albania,"Mar 12, 2020",,gyms and government offices with public-facing counters,,,,sport cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,True,False,False,False
776,792,,Albania,"Mar 15, 2020",,"On 15 March, Albania closed all of its land borders until further notice, making all travel from Montenegro, Kosovo, North Macedonia, and Greece prohibited.",,,,international travel ban,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,False,False,False,True
777,791,,Albania,"Mar 13, 2020",,Sea travel from Greece and Italy was prohibited except for freight vessels.,,,,international travel ban,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,"Greece, Italy",,,False,False,False,True
779,786,,Albania,"Mar 12, 2020",,"shut all cafes, bars, restaurants",,,,restaurant limitations,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,"Durresi, Tirana",,False,True,False,False
781,784,,Albania,"Mar 12, 2020",,"Fier proceeded to force the closure of most bars and cafes,",,,,restaurant limitations,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,False,True,False,False
782,793,,Albania,"Mar 15, 2020",,Educational institutions were ordered to prepare for moving k-12 instruction online.,,,,remote schooling,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,False,False,True,False
786,794,,Albania,"Mar 15, 2020",,"All physical government operations except essential activities were shut down, and civil servants ordered to stay down, but online services continued. All museums, cinemas, theatres, and public parks were closed indefinitely.",,,,"event cancellation, public green closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,True,False,False,False
789,797,,Albania,"Mar 16, 2020",,"On 16 March, Albania indefinitely suspended all air traffic to and from the United Kingdom.",,,,international travel ban,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,United Kingdom,,,False,False,False,True
790,796,,Albania,"Mar 15, 2020",,"As of the 15th, in addition to the private vehicle ban, the public transportation ban was extended to the Shkodra-Lezha, Elbasani-Korça, Lushnja-Fieri, and Fieri-Vlora roads.",,,,domestic travel limitation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,False,False,False,True
793,802,,Andorra,"Mar 16, 2020",,The Government announced that it would close all schools from 16 March.,,,,school closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Andorra,,,,,False,False,True,False
800,,,US: S Carolina,"Mar 12, 2020",,South Carolina Science Olympiad announces its decision to cancel its state championship tournaments for both divisions,,,,sport cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Carolina#Government_response,,,,,True,False,False,False
801,,,US: S Carolina,"Mar 12, 2020","Apr 03, 2020",The South Carolina Independent School Association (SCISA) announces that it will be suspending all athletics,,,,sport cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Carolina#Government_response,,,,,True,False,False,False
805,,,US: Florida,"Mar 16, 2020",,"On March 16, MLB announced that the season will be postponed indefinitely",,,,sport cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Florida#Government_response,,,,,True,False,False,False
806,,,US: Florida,"Mar 12, 2020",,Several leagues began postponing or suspending their seasons,,,,sport cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Florida#Government_response,,,,,True,False,False,False
807,,,US: Florida,"Mar 12, 2020","Apr 04, 2020","Florida International University in Miami announced that it will transition to remote learning, The University of South Florida in Tampa announced that all classes will consist of remote instruction for two weeks following spring break",,,,"remote schooling, university closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Florida#Government_response,,,,,False,False,True,False
